number of equals = 1350				
number of contains = 605				
Kind of Match	Subject	Relation	Object	Context
Contains	Carl Person	Occupation	Attorney	Carl E. Person (pronounced /ˈpir sən/) (born July 20, 1936) is an American attorney and politician. He founded the Paralegal Institute in the early 1970s and played a pivotal role in creating the paralegal field. He has also run unsuccessfully for various political offices. He was a candidate for the 2012 presidential nomination of the Libertarian Party, was the Reform Party nominee for Mayor of New York City in 2013, was the Libertarian nominee for New York State Attorney General in 2010 and was the Libertarian nominee for New York State Attorney General again in 2014.
Equal	Chip St. Clair	Occupation	Author	Chip Anthony St. Clair (born August 1, 1975) is an American author and Motivational Speaker, best known for his inspirational memoir, The Butterfly Garden: Surviving Childhood on the Run with one of America's Most Wanted. St. Clair's story has been featured on Dateline and Good Morning America among others. In 2004, St. Clair worked with legislators and helped to create and pass the Identity Theft Protection Act in Michigan. In 2005, St. Clair received a U.S. Congressional Record on behalf of his child advocacy work. Prior to founding his own organization, St. Clair was Regional Director of the Michigan chapter of Justice for Children, where he made tremendous strides in aiding children caught up in the nation’s distressed child welfare system. He created legislative initiatives, community awareness programs, and internship programs that still resonate among victims, survivors, and key stakeholders in the child welfare community. St. Clair’s direct involvement in the chapter’s casework played a substantial role in the apprehension of two known child predators whose brutality toward children grabbed national headlines.
Equal	Daniel Ivankovich	Occupation	Surgeon	Daniel Anthony Ivankovich, MD (born November 23, 1963) is an American orthopedic surgeon, humanitarian, media personality and blues musician with the Chicago Blues All-Stars. He is known for his advocacy on behalf of the underserved in Chicago's inner city as leader of the Bone Squad, a group of medical professionals who treat the city's uninsured and underinsured. He is the medical director and co-founder of OnePatient Global Health Initiative, a nonprofit foundation based in Chicago with a mission “to treat patients... who have musculoskeletal health disorders, regardless of their ability to pay.”
Equal	Dave Brundage	Occupation	Manager	David Charles Brundage (born October 6, 1964 in Portland, Oregon) is an American professional baseball manager. In 2016, Brundage will spend his fourth season as manager of the Philadelphia Phillies' Triple-A affiliate, the Lehigh Valley IronPigs.
Equal	Deborah Axelrod	Occupation	Surgeon	Deborah M. Axelrod is an American surgeon who specializes in breast cancer and who is notable for being an acclaimed expert in the field. She has made frequent appearances on television shows including the Larry King Live, the Dr. Oz show, the Martha Stewart show, as well as news programs such as CBS News. When the wife of presidential candidate John Edwards, Elizabeth Edwards, was diagnosed with breast cancer, Axelrod's views were broadcast. She serves as medical director of the Clinical Breast Services unit of New York University. She has published numerous studies on the subject. She co–authored Bosom Buddies, a guide for women afflicted with breast cancer.
Equal	Deyan Vatchkov	Occupation	Bass	Deyan Vatchkov (Bulgarian: Деян Вачков), born April 8, 1979, in Sofia, Bulgaria is a Bulgarian Opera Singer Bass.
Equal	Dirk Reichardt	Occupation	Composer	Dirk Reichardt; born September 9, 1964 is a German composer, sound designer and jingle producer.
Contains	Donna Mansell	Occupation	Heart	Donna Mansell (/ˈmænsəl/; 1983–2010) is a double heart transplant recipient who has inspired a campaign for Organ Donation education  as well as counselling others in a similar situation from her hospital bed. Donna also promoted organ donation through media and charity events and was also the figurehad for the British Heart Foundations Christmas fundraising drive. Donna's Campaign has been continued by her husband Aaran Mansell after her unfortunate death in July 2010.
Equal	Ernie Rivera	Occupation	Actor	Ernie Rivera (born May 23, 1985) is an American actor best known for his work on various Nickelodeon shows, and the Sum 41 music video "Underclass Hero". Rivera is in the 2010 film Suicide Dolls, starring Christy Carlson Romano and LaQuita Cleare.
Contains	Frank Budgen (director)	Occupation	Director	Frank Budgen (2 October 1954 – 2 November 2015) was a British commercial director and co-founder of Gorgeous Enterprises, a London-based film production company. He was voted as the Directors Guild of America commercial director of the year in 2007. His notable works include Tag and Mountain.
Contains	Geoffrey Zakarian	Occupation	Chef	Geoffrey Zakarian (born July 25, 1959) is an American Iron Chef, restaurateur, television personality and author. He is the executive chef of several restaurants in New York City, Atlantic City and Miami. He is featured on several television programs on the Food Network, including Chopped and in 2011, The Next Iron Chef, where he won the right to join Iron Chef America.
Contains	Geoffrey Zakarian	Occupation	Chef	Geoffrey Zakarian (born July 25, 1959) is an American Iron Chef, restaurateur, television personality and author. He is the executive chef of several restaurants in New York City, Atlantic City and Miami. He is featured on several television programs on the Food Network, including Chopped and in 2011, The Next Iron Chef, where he won the right to join Iron Chef America.
Equal	Ivan Dorschner	Occupation	Actor	Ivan Anthony Dorschner (born September 21, 1990, in Los Angeles, California) is a Filipino-American actor, television host, and model who was a former housemate of the Philippine reality television show Pinoy Big Brother: Teen Clash 2010.
Equal	Jacques Rousseau (secular activist)	Occupation	Academic	Jacques André Rousseau (born 3 December 1971) is a South African academic, secular activist and social commentator.
Equal	Jamie Sorrentini	Occupation	Film	Jamie Sorrentini (also known as Jamie Perez Sorrentini and Jamie Mills) is an American film, television and theatre actress. She starred as Kathy Grovner in the 1987 television movie A Hobo's Christmas. Sorrentini was a cast member during the 2000 United States tour of the 1999 musical Parade. In 2002, she performed in the play Birdie's Bachelorette Party, and appeared on the television program Law & Order: Special Victims Unit.
Equal	Joanne Quintas	Occupation	Actress	Joanne Quintas (née Santos; born c. 1976) is a Filipino actress and former beauty queen who capture of the Binibining Pilipinas Universe crown at age 18, participating in Miss Universe 1995.
Equal	Charles J. Bonfiglio	Occupation	Entrepreneur	Charles J. Bonfiglio (born November 21, 1962) is an American entrepreneur who has led various automotive ventures from traditional brick-and-mortar repair franchises such as Meineke Car Care Centers to Web-based car parts distributors such as AutoPartsNetwork.com. He was the first Chairman of Meineke’s Computer and Internet Committee and is best known for developing auto-parts distribution software. He has also enjoyed success in business management through Meineke and Tint World and real estate development.
Equal	Carl Hollitzer	Occupation	Caricaturist	Carl Leopold Hollitzer (born March 11, 1874 in Bad Deutsch-Altenburg, Lower Austria; died December 1, 1942 in Rekawinkel, Lower Austria, Austria) was an Austrian caricaturist, singer and cabaret artist.
Equal	Jean Vercoutter	Occupation	Egyptologist	Jean Vercoutter (January 20, 1911 – July 16, 2000) was a French Egyptologist. One of the pioneers of archaeological research into Sudan from 1953, he was Director of the Institut Français d'Archéologie Orientale from 1977 to 1981.
Equal	Dan Serfaty	Occupation	Entrepreneur	Dan Serfaty  (born February 5, 1966 in Strasbourg, France) is a French entrepreneur and businessman.
Equal	Isaac Schneersohn	Occupation	Rabbi	Isaac Schneersohn (1879 or 1881–1969) was a French rabbi, industrialist, and the founder of the first Holocaust Archives and Memorial. He emigrated from Ukraine to France after the First World War.
Equal	Winthrop W. Aldrich	Occupation	Banker	Winthrop Williams Aldrich GBE (November 2, 1885 – February 25, 1974) was an American banker and financier, scion of a prominent political family, and US Ambassador to the United Kingdom.
Equal	Barnaby Lenon	Occupation	Schoolmaster	Barnaby Lenon (born 10 May 1954) is a British schoolmaster and former headmaster of Harrow School in Harrow in north-west London (he retired in August 2011). He is chairman of the Independent Schools Council (ISC). He is also a governor of other schools, and from 2011 to 2012 was Vice-President of the Royal Geographical Society.
Equal	Frankie Ingrassia	Occupation	Actress	Francesca "Frankie" Ingrassia (August 14) is an American actress of Sicilian-Italian origin, better known for her appearances on series Secret Adventures and Undressed and film Election. She had acting hiatuses between 1995 and 1999 and between 2000 and 2006.
Equal	Gert van den Bergh	Occupation	Actor	Gert Van den Bergh (16 October 1920 in Johannesburg – 16 February 1968 in Cape Town) was a South African film actor.
Equal	Jacqueline Jossa	Occupation	Actress	Jacqueline Mary Jossa (born 29 October 1992) is an English actress from Bexley, London, best known for playing Lauren Branning in the BBC soap opera EastEnders. She won "Best Newcomer" at the National Television Awards 2012.
Equal	François Spoerry	Occupation	Architect	François Henry Spoerry (Mulhouse, Alsace, France, 28 December 1912 – Port Grimaud, Var, France, 11 January 1999) was a French architect, developer, and urban planner. He was an Officier of the Légion d'honneur and an Officier of the Ordre des Arts et des Lettres.
Equal	Dan Kemp	Occupation	Actor	Daniel "Dan" Kemp (November 29, 1927–January 11, 2000) was an American actor best known for his guest-starring roles in several television westerns between 1969 and 1971.
