number of equals = 1350
number of contains = 605
notInAbstractList = 8272
Appoaches:
	Sbj-Obj = 1564
	Pronoun-Obj = 391
Extraction:
	In Sentence = 1914
	In Paragraph = 41
Blank Sentences = 5
Kind of Match	Section	Extraction	Approach	Blank Sentence	NIF-Anchor	Subject	Relation	Object	Sentence	Context
Contains	Abstract	In Sentence	Sbj-Obj		BAFTA Award for Best Actor in a Supporting Role	http://dbpedia.org/resource/Tim_Roth	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Roth won the BAFTA Award for Best Actor in a Supporting Role	Timothy Simon "Tim" Roth (born 14 May 1961) is an English actor and director. He made his debut role in the 1982 television film Made in Britain (1982). He garnered critical notice for his role as Myron in the 1984 film The Hit (1984), for which he was nominated for his first BAFTA Award. Roth gained more attention for his performances in The Cook, the Thief, His Wife & Her Lover (1989), Vincent & Theo (1990) and Rosencrantz & Guildenstern Are Dead (1990). He later earned international recognition for appearing in Quentin Tarantino films, such as Reservoir Dogs (1992), Pulp Fiction (1994) and Four Rooms (1995). For the historical drama Rob Roy (1995), Roth won the BAFTA Award for Best Actor in a Supporting Role and was nominated for the Academy Award for Best Supporting Actor. He made his directorial debut with The War Zone (1999), for which he received numerous accolades. Roth's other notable films include Captives (1994), Little Odessa (1994), Everyone Says I Love You (1996), Gridlock'd (1997), Deceiver (1997), Legend of 1900 (1999), Planet of the Apes (2001), Invincible (2001), Funny Games (2007), The Incredible Hulk (2008), Arbitrage (2012), Broken (2012), Selma (2014) and his fourth collaboration with Tarantino: The Hateful Eight (2015). He also starred as Cal Lightman on the Fox series Lie to Me (2009—2011).	
Contains	Abstract	In Sentence	Sbj-Obj		Academy Award for Best Supporting Actor	http://dbpedia.org/resource/Tim_Roth	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actor	Roth won the BAFTA Award for Best Actor in a Supporting Role and was nominated for the Academy Award for Best Supporting Actor	Timothy Simon "Tim" Roth (born 14 May 1961) is an English actor and director. He made his debut role in the 1982 television film Made in Britain (1982). He garnered critical notice for his role as Myron in the 1984 film The Hit (1984), for which he was nominated for his first BAFTA Award. Roth gained more attention for his performances in The Cook, the Thief, His Wife & Her Lover (1989), Vincent & Theo (1990) and Rosencrantz & Guildenstern Are Dead (1990). He later earned international recognition for appearing in Quentin Tarantino films, such as Reservoir Dogs (1992), Pulp Fiction (1994) and Four Rooms (1995). For the historical drama Rob Roy (1995), Roth won the BAFTA Award for Best Actor in a Supporting Role and was nominated for the Academy Award for Best Supporting Actor. He made his directorial debut with The War Zone (1999), for which he received numerous accolades. Roth's other notable films include Captives (1994), Little Odessa (1994), Everyone Says I Love You (1996), Gridlock'd (1997), Deceiver (1997), Legend of 1900 (1999), Planet of the Apes (2001), Invincible (2001), Funny Games (2007), The Incredible Hulk (2008), Arbitrage (2012), Broken (2012), Selma (2014) and his fourth collaboration with Tarantino: The Hateful Eight (2015). He also starred as Cal Lightman on the Fox series Lie to Me (2009—2011).	
Equal	Abstract	In Sentence	Sbj-Obj		singer	http://dbpedia.org/resource/Utada_Hikaru	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Singer	Utada Hikaru (宇多田 ヒカル, born January 19, 1983), who also goes by the mononym Utada (English /ˈuː tɑː də/), is a Japanese American singer	(In this Japanese name, the family name is Utada.) Utada Hikaru (宇多田 ヒカル, born January 19, 1983), who also goes by the mononym Utada (English /ˈuː tɑː də/), is a Japanese American singer and songwriter. After releasing the commercially unsuccessful English-language album Precious under the stage name "Cubic U" in 1998, she rose to prominence in 1999 with the release of her second album, First Love, which sold over eight million copies in Japan and became the best selling Japanese-language album of all time. She formerly held the record for the highest first-week sales of an album in a single territory, as her Distance album sold over 3 million copies in Japan during the week of March 28, 2001. She has also had three of her Japanese studio albums in the list of Top 10 best-selling albums ever in Japan (number 1, 4, 8) and six of her albums (including one English-language and one compilation) charting within the 275 Best-Selling Japanese albums list. Utada has had twelve number-one singles on the Oricon Singles chart, with two notable record achievements for a female solo or group artist: five million-sellers and four in the Top 100 All-Time Best-selling Singles. It is estimated that Utada has sold more than 52 million records worldwide, making her one of the best-selling music artists in Japan. In 2009, she was considered "the most influential artist of the decade" in the Japanese landscape by The Japan Times. Additionally, Utada is best known in the West for making two theme song contributions to Square Enix and Disney's collaborative video game series Kingdom Hearts: "Simple and Clean" (which is the re-written English-language version of her 10th Japanese single "Hikari") for Kingdom Hearts and "Sanctuary" for Kingdom Hearts II ("Passion" in the Japanese version of the game).	
Contains	Abstract	In Sentence	Pronoun-Obj		Tony Award for Best Actress in a Play	http://dbpedia.org/resource/Valerie_Harper	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	(**she=Valerie Harper**): she was nominated for the Tony Award for Best Actress	Valerie Kathryn Harper (born August 22, 1939) is an American actress. She is best known for her roles as Rhoda Morgenstern in the 1970s television series The Mary Tyler Moore Show and its spin-off, Rhoda, and later as Valerie Hogan in Valerie. She is a four-time Primetime Emmy Award winner. Her notable film roles include Freebie and the Bean (1974), and Chapter Two (1979), both of which garnered her Golden Globe Award nominations. Harper is also known for her stage work, having appeared in several Broadway productions. She started her career as a dancer on Broadway, making her debut in the musical Take Me Along in 1959. In 2010, she was nominated for the Tony Award for Best Actress in a Play for her performance as Talullah Bankhead in the play Looped.	
Equal	Abstract	In Sentence	Sbj-Obj		actress	http://dbpedia.org/resource/Victoria_Ruffo	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Actress	Victoria Ruffo (born  Maria Victoria Eugenia Guadalupe Martínez del Río Moreno-Ruffo on May 31, 1962 in Mexico City) is a Mexican actress	Victoria Ruffo (born  Maria Victoria Eugenia Guadalupe Martínez del Río Moreno-Ruffo on May 31, 1962 in Mexico City) is a Mexican actress notable for her roles in telenovelas.	
Equal	Abstract	In Sentence	Sbj-Obj		animator	http://dbpedia.org/resource/Ward_Kimball	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Animator	Ward Walrath Kimball (March 4, 1914 – July 8, 2002), born in Minneapolis, Minnesota, was an animator	Ward Walrath Kimball (March 4, 1914 – July 8, 2002), born in Minneapolis, Minnesota, was an animator for the Walt Disney Studios. He was one of Walt Disney's team of animators, known as Disney's Nine Old Men. He was also a jazz trombonist. He founded and led the seven-piece Dixieland band Firehouse Five Plus Two, in which he played trombone.	
Equal	Abstract	In Sentence	Sbj-Obj		archaeologist	http://dbpedia.org/resource/William_F._Albright	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Archaeologist	William Foxwell Albright (May 24, 1891 – September 19, 1971) was an American archaeologist	William Foxwell Albright (May 24, 1891 – September 19, 1971) was an American archaeologist, biblical scholar, philologist, and expert on ceramics.	
Equal	Abstract	In Sentence	Sbj-Obj		bandleader	http://dbpedia.org/resource/Xavier_Cugat	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Bandleader	Xavier Cugat (English:; Catalan: [ʃəβiˈe kuˈɣat]; 1 January 1900 – 27 October 1990) was a Spanish-American bandleader	Xavier Cugat (English:; Catalan: [ʃəβiˈe kuˈɣat]; 1 January 1900 – 27 October 1990) was a Spanish-American bandleader and native of Spain who spent his formative years in Havana, Cuba. A trained violinist and arranger, he was a leading figure in the spread of Latin music in United States popular music. He was also a cartoonist. In New York, he was the leader of the resident orchestra at the Waldorf-Astoria before and after World War II. The personal papers of Xavier Cugat are preserved in the Biblioteca de Catalunya.	
Equal	Abstract	In Sentence	Sbj-Obj		designer	http://dbpedia.org/resource/Yuji_Naka	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Designer	Yuji Naka (中 裕司 Naka Yūji, born September 17, 1965) is a Japanese video game programmer, designer	Yuji Naka (中 裕司 Naka Yūji, born September 17, 1965) is a Japanese video game programmer, designer, and producer best known as the former head of Sonic Team, where he was the lead programmer of the original Sonic the Hedgehog series of games on the Sega Genesis. Since 2006, he has been the head of Prope, a game company he founded after leaving Sonic Team that same year.	
Equal	Abstract	In Sentence	Sbj-Obj		conductor	http://dbpedia.org/resource/Zubin_Mehta	http://dbpedia.org/ontology/occupation	http://dbpedia.org/resource/Conductor	Mehta is also the chief conductor	Zubin Mehta (Hindi: ज़ूबिन मेहता, pronounced [ˈzuːbɪn ˈmeːɦt̪aː]; born 29 April 1936) is an Indian conductor of Western classical music. He is the Music Director for Life of the Israel Philharmonic Orchestra and the Main Conductor for Valencia's opera house. Mehta is also the chief conductor of Maggio Musicale Fiorentino festival.	
